Date         Time       Site   Ant   Freq     Type     Code  Power
2023-09-19   11:37:16     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:26     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:31     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:36     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:41     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:46     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:51     1     1   149.500   LOTEK    212    -67
2023-09-19   11:37:56     1     1   149.500   LOTEK    212    -68
2023-09-19   11:38:01     1     1   149.500   LOTEK    212    -67
2023-09-19   11:38:07     1     1   149.500   LOTEK    212    -67
2023-09-19   11:38:12     1     1   149.500   LOTEK    212    -67
2023-09-19   11:38:22     1     1   149.500   LOTEK    212    -68
2023-09-19   11:38:27     1     1   149.500   LOTEK    212    -68
2023-09-19   11:38:32     1     1   149.500   LOTEK    212    -66
2023-09-19   11:38:37     1     1   149.500   LOTEK    212    -67
2023-09-19   11:38:42     1     1   149.500   LOTEK    212    -67
2023-09-19   11:38:47     1     1   149.500   LOTEK    212    -63
2023-09-19   11:38:52     1     1   149.500   LOTEK    212    -62
2023-09-19   11:38:58     1     1   149.500   LOTEK    212    -63
2023-09-19   11:39:03     1     1   149.500   LOTEK    212    -65
2023-09-19   11:39:08     1     1   149.500   LOTEK    212    -62
2023-09-19   11:39:13     1     1   149.500   LOTEK    212    -62
2023-09-19   11:39:18     1     1   149.500   LOTEK    212    -62
2023-09-19   11:39:23     1     1   149.500   LOTEK    212    -62
2023-09-19   11:39:28     1     1   149.500   LOTEK    212    -62
2023-08-31   11:59:40     1     1   149.500   LOTEK    212    -99
2023-08-31   11:59:45     1     1   149.500   LOTEK    212   -104
2023-08-31   11:59:50     1     1   149.500   LOTEK    212   -111
2023-08-31   11:59:55     1     1   149.500   LOTEK    212   -101
2023-08-31   12:00:00     1     1   149.500   LOTEK    212   -102
2023-08-31   12:00:05     1     1   149.500   LOTEK    212   -104
2023-08-31   12:00:10     1     1   149.500   LOTEK    212   -102
2023-08-31   12:00:15     1     1   149.500   LOTEK    212   -103
2023-08-31   12:00:20     1     1   149.500   LOTEK    212   -104
2023-08-31   12:00:25     1     1   149.500   LOTEK    212   -104
2023-08-31   12:00:36     1     1   149.500   LOTEK    212   -102
2023-08-31   12:00:41     1     1   149.500   LOTEK    212    -97
2023-08-31   12:00:51     1     1   149.500   LOTEK    212   -111
2023-09-19   11:30:02     1     1   149.500   LOTEK    212   -103
2023-09-19   11:30:17     1     1   149.500   LOTEK    212    -92
2023-09-19   11:30:27     1     1   149.500   LOTEK    212    -79
2023-09-19   11:30:32     1     1   149.500   LOTEK    212    -78
2023-09-19   11:30:38     1     1   149.500   LOTEK    212    -87
2023-09-19   11:30:48     1     1   149.500   LOTEK    212    -86
2023-09-19   11:30:53     1     1   149.500   LOTEK    212    -86
2023-09-19   11:30:58     1     1   149.500   LOTEK    212    -86
2023-09-19   11:31:03     1     1   149.500   LOTEK    212    -83
2023-09-19   11:31:08     1     1   149.500   LOTEK    212    -88
2023-09-19   11:31:13     1     1   149.500   LOTEK    212    -88
2023-09-19   11:31:18     1     1   149.500   LOTEK    212    -91
2023-09-19   11:40:34     1     1   149.500   LOTEK    212    -68
2023-09-19   11:40:40     1     1   149.500   LOTEK    212    -68
2023-09-19   11:40:45     1     1   149.500   LOTEK    212    -68
2023-09-19   11:40:50     1     1   149.500   LOTEK    212    -68
2023-09-19   11:40:55     1     1   149.500   LOTEK    212    -69
2023-09-19   11:41:00     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:05     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:10     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:15     1     1   149.500   LOTEK    212    -69
2023-09-19   11:41:20     1     1   149.500   LOTEK    212    -69
2023-09-19   11:41:26     1     1   149.500   LOTEK    212    -69
2023-09-19   11:41:31     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:36     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:41     1     1   149.500   LOTEK    212    -69
2023-09-19   11:41:51     1     1   149.500   LOTEK    212    -68
2023-09-19   11:41:56     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:01     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:06     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:11     1     1   149.500   LOTEK    212    -90
2023-09-19   11:42:17     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:22     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:27     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:32     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:37     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:47     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:52     1     1   149.500   LOTEK    212    -89
2023-09-19   11:42:57     1     1   149.500   LOTEK    212    -89
2023-09-19   11:43:02     1     1   149.500   LOTEK    212    -89
2023-09-19   11:43:13     1     1   149.500   LOTEK    212   -106
2023-09-19   11:43:18     1     1   149.500   LOTEK    212    -87
2023-09-19   11:43:23     1     1   149.500   LOTEK    212   -103
2023-09-19   11:43:28     1     1   149.500   LOTEK    212   -105
2023-09-19   11:43:33     1     1   149.500   LOTEK    212   -104
2023-09-19   11:43:43     1     1   149.500   LOTEK    212    -99
2023-09-19   11:43:48     1     1   149.500   LOTEK    212   -106
2023-09-19   11:43:53     1     1   149.500   LOTEK    212    -97
2023-09-19   11:43:59     1     1   149.500   LOTEK    212    -95
2023-09-19   11:44:04     1     1   149.500   LOTEK    212    -94
2023-09-19   11:44:09     1     1   149.500   LOTEK    212    -99
2023-09-19   11:44:14     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:19     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:24     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:29     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:34     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:39     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:45     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:50     1     1   149.500   LOTEK    212   -101
2023-09-19   11:44:55     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:00     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:05     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:10     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:15     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:20     1     1   149.500   LOTEK    212   -101
2023-09-19   11:45:30     1     1   149.500   LOTEK    212   -104
2023-09-19   11:45:36     1     1   149.500   LOTEK    212   -100
2023-09-19   11:45:41     1     1   149.500   LOTEK    212   -105
2023-09-19   11:45:46     1     1   149.500   LOTEK    212    -93
2023-09-19   11:45:51     1     1   149.500   LOTEK    212    -95
2023-09-19   11:45:56     1     1   149.500   LOTEK    212    -93
2023-09-19   11:46:01     1     1   149.500   LOTEK    212    -97
2023-09-19   11:46:06     1     1   149.500   LOTEK    212   -102
2023-09-19   11:46:11     1     1   149.500   LOTEK    212   -101
2023-09-19   11:46:16     1     1   149.500   LOTEK    212   -101
2023-09-19   11:46:21     1     1   149.500   LOTEK    212   -101
2023-09-19   11:46:27     1     1   149.500   LOTEK    212   -101
2023-09-19   11:46:37     1     1   149.500   LOTEK    212   -102
2023-09-19   11:46:42     1     1   149.500   LOTEK    212   -102
2023-09-19   11:46:47     1     1   149.500   LOTEK    212   -101
2023-09-19   11:46:52     1     1   149.500   LOTEK    212   -102
2023-09-19   11:46:57     1     1   149.500   LOTEK    212   -102
2023-09-19   11:47:02     1     1   149.500   LOTEK    212   -102
2023-09-19   11:47:07     1     1   149.500   LOTEK    212   -102
2023-09-19   11:47:12     1     1   149.500   LOTEK    212   -101
2023-09-19   11:47:18     1     1   149.500   LOTEK    212   -102
2023-09-19   11:47:23     1     1   149.500   LOTEK    212   -101
2024-07-05   09:58:28     1     1   149.500   LOTEK    212    -97
2024-07-05   09:58:33     1     1   149.500   LOTEK    212   -111
2024-07-05   09:58:43     1     1   149.500   LOTEK    212   -110
2024-07-05   09:58:48     1     1   149.500   LOTEK    212   -110
2024-07-05   09:58:53     1     1   149.500   LOTEK    212   -109
2024-07-05   09:58:59     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:04     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:09     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:14     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:19     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:24     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:29     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:39     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:44     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:50     1     1   149.500   LOTEK    212   -109
2024-07-05   09:59:55     1     1   149.500   LOTEK    212   -109
2024-07-05   10:00:00     1     1   149.500   LOTEK    212   -109
2024-07-05   10:00:05     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:10     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:15     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:20     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:25     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:36     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:41     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:46     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:51     1     1   149.500   LOTEK    212   -108
2024-07-05   10:00:56     5     1   149.500   LOTEK    212   -108
2024-07-05   09:57:59     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:04     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:09     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:14     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:19     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:25     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:30     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:35     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:40     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:45     5     1   149.500   LOTEK    212   -108
2024-07-05   09:58:55     5     1   149.500   LOTEK    212    -96
2024-07-05   09:58:58     5     1   149.500   LOTEK    211    -87
2024-07-05   09:59:00     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:03     5     1   149.500   LOTEK    211    -87
2024-07-05   09:59:05     5     1   149.500   LOTEK    212    -88
2024-07-05   09:59:08     5     1   149.500   LOTEK    211    -87
2024-07-05   09:59:10     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:13     5     1   149.500   LOTEK    211    -87
2024-07-05   09:59:16     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:18     5     1   149.500   LOTEK    211    -88
2024-07-05   09:59:21     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:23     5     1   149.500   LOTEK    211    -88
2024-07-05   09:59:26     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:28     5     1   149.500   LOTEK    211    -88
2024-07-05   09:59:31     5     1   149.500   LOTEK    212    -87
2024-07-05   09:59:34     5     1   149.500   LOTEK    211    -87
2024-07-05   09:59:36     5     1   149.500   LOTEK    212    -87
