Date         Time       Site   Ant   Freq     Type     Code  Power
2024-07-05   12:32:14     1     1   149.500   LOTEK    212   -111
2024-07-05   12:32:20     1     1   149.500   LOTEK    212   -112
2024-07-05   12:32:25     1     1   149.500   LOTEK    212   -111
2024-07-05   12:32:30     1     1   149.500   LOTEK    212   -112
2024-07-05   12:32:35     1     1   149.500   LOTEK    212   -111
2024-07-05   12:32:40     1     1   149.500   LOTEK    212   -112
2024-07-05   12:32:45     1     1   149.500   LOTEK    212   -111
2024-07-05   12:32:50     1     1   149.500   LOTEK    212   -112
2024-07-05   12:32:55     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:00     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:05     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:11     1     1   149.500   LOTEK    212   -112
2024-07-05   12:33:16     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:21     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:26     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:31     1     1   149.500   LOTEK    212   -111
2024-07-05   12:33:36     1     1   149.500   LOTEK    212   -108
2024-07-05   12:33:41     1     1   149.500   LOTEK    212   -109
2024-07-05   12:33:46     1     1   149.500   LOTEK    212   -110
2024-07-05   12:33:51     6     1   149.500   LOTEK    212   -110
2024-07-05   12:32:21     6     1   149.500   LOTEK    212   -106
2024-07-05   12:32:27     6     1   149.500   LOTEK    212   -107
2024-07-05   12:32:31     6     1   149.500   LOTEK    211    -86
2024-07-05   12:32:32     6     1   149.500   LOTEK    212    -77
2024-07-05   12:32:36     6     1   149.500   LOTEK    211    -85
2024-07-05   12:32:37     6     1   149.500   LOTEK    212    -72
2024-07-05   12:32:41     6     1   149.500   LOTEK    211    -85
2024-07-05   12:32:42     6     1   149.500   LOTEK    212    -72
2024-07-05   12:32:46     6     1   149.500   LOTEK    211    -84
2024-07-05   12:32:47     6     1   149.500   LOTEK    212    -69
2024-07-05   12:32:51     6     1   149.500   LOTEK    211    -84
2024-07-05   12:32:52     6     1   149.500   LOTEK    212    -71
2024-07-05   12:32:56     6     1   149.500   LOTEK    211    -84
2024-07-05   12:32:57     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:02     6     1   149.500   LOTEK    211    -84
2024-07-05   12:33:02     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:07     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:12     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:18     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:23     6     1   149.500   LOTEK    212    -69
2024-07-05   12:33:27     6     1   149.500   LOTEK    211    -91
